Sentence
"	<b><font color=""purple"">Scott</font></b> Douglas ""Scooter"" <b><font color=""purple"">Altman</font></b> (born 15 August 1959) is a <b><font color=""purple"">United States Navy</font></b> Captain test pilot and former <b><font color=""purple"">NASA</font></b> <b><font color=""purple"">astronaut</font></b>.	"
"	<b><font color=""purple"">He</font></b> is a veteran of four Space Shuttle missions.	"
"	His fourth mission on <b><font color=""purple"">STS-125</font></b> was the last servicing mission to the Hubble Space Telescope.	"
"	Born in Lincoln, Illinois, <b><font color=""purple"">Scott</font></b> is married to the former Jill <b><font color=""purple"">Shannon</font></b> Loomer of Tucson, Arizona.	"
"	They have three children, the second oldest of whom, Alex, graduated Rice University in Houston, Texas in May 2009.	"
"	Hometown is Pekin, Illinois, where his parents, Fred and Sharon Altman, currently reside.	"
"	Scott's sister Sarah Beardsley is <b><font color=""purple"">the publisher</font></b> of Venus Zine, a women's music, DIY and culture multi-media <b><font color=""purple"">company</font></b>.	"
"	His callsigns have been ""D-Bear"" and Scooter.	"
"	<b><font color=""purple"">He</font></b> is a brother of the Sigma Chi Fraternity.	"
"	Commissioned as an Ensign in <b><font color=""purple"">the United States Navy</font></b> in August 1981, and received his Naval Aviator wings in February 1983.	"
	null	
	null	
"	After graduation, he spent the next two years as a test pilot working on various F-14 projects.	"
"	<b><font color=""purple"">Altman</font></b> then took the new F-14D on its first operational deployment with VF-31 Tomcatters, where he served as maintenance officer and later operations officer.	"
"	<b><font color=""purple"">He</font></b> was awarded the Navy Air Medal for his role as a strike leader flying over Southern Iraq in support of Operation Southern Watch.	"
"	Shortly following his return from this six month deployment, he was selected for the <b><font color=""purple"">NASA</font></b> astronaut program.	"
"	<b><font color=""purple"">He</font></b> has logged over 7,000 flight hours in more than 40 types of aircraft.	"
	null	
"	Selected as an <b><font color=""purple"">astronaut</font></b> candidate by <b><font color=""purple"">NASA</font></b> in December 1994, <b><font color=""purple"">Altman</font></b> reported to <b><font color=""purple"">the Lyndon B. Johnson Space Center</font></b> in March 1995.	"
	null	
"	<b><font color=""purple"">He</font></b> was the pilot on <b><font color=""purple"">STS-90</font></b> (1998) and <b><font color=""purple"">STS-106</font></b> (2000), and was the mission commander on <b><font color=""purple"">STS-109</font></b> (2002) and <b><font color=""purple"">STS-125</font></b> (2009).	"
"	A veteran of four space flights, <b><font color=""purple"">Altman</font></b> has logged over 40 days in space.	"
"	<b><font color=""purple"">Altman</font></b> retired from <b><font color=""purple"">NASA</font></b> in September 2010 to join <b><font color=""purple"">Asrc</font></b> Research and Technology Solutions in Greenbelt, Maryland.	"
"	<b><font color=""purple"">STS-90</font></b> Neurolab (April 17 to May 3, 1998).	"
	null	
"	<b><font color=""purple"">STS-106</font></b> Atlantis (September 820, 2000).	"
"	During the 12-day mission, the crew successfully prepared the International Space Station for the arrival of the first permanent crew.	"
"	Additionally, he handflew two complete flyarounds of the station after undocking.	"
"	<b><font color=""purple"">STS-109</font></b> Columbia (March 112, 2002).	"
"	<b><font color=""purple"">STS-109</font></b> was the fourth Hubble Space Telescope (HST) servicing mission.	"
"	The <b><font color=""purple"">STS-109</font></b> crew successfully upgraded the Hubble Space Telescope leaving it with a new power unit, a new camera and new solar arrays.	"
	HST servicing and upgrade was accomplished by four crewmembers during a total of 5 EVAs in 5 consecutive days.	
	The space walkers were assisted by crewmates inside Space Shuttle Columbia.	
"	<b><font color=""purple"">STS-109</font></b> orbited the Earth 165 times, and covered 3.9 million miles in over 262 hours, culminating in a night landing at <b><font color=""purple"">Kennedy Space Center</font></b>, Florida.	"
"	<b><font color=""purple"">STS-125</font></b> Atlantis (May 1124, 2009).	"
"	<b><font color=""purple"">STS-125</font></b> was the fifth and final servicing mission to the Hubble Space Telescope.	"
"	Atlantis carried two new instruments to the telescope, the Cosmic Origins Spectrograph and the Wide Field Camera 3.	"
	null	
	null	
	The mission also carried an IMAX camera and the crew documented the progress of the mission for an upcoming IMAX film.	
	null	
	I still remember that so vividly.	
	null	
	null	
	And it turned out they picked my squadron to supply the F-14s.	
	null	
	null	
	The flying was incredible.	
	null	
	I had to buzz the tower.	
"	And, of course, they wanted nine different takes - so we did it nine times!	"
	This article incorporatespublic domain material from websites or documents of the National Aeronautics and Space Administration.	
