Sentence
	null	
"	<b><font color=""purple"">Toktar Aubakirov</font></b> was born on July 27, 1946 in <b><font color=""purple"">Karkaraly</font></b> region, Karagandinskaya Oblast, Kazakh SSR, which is now <b><font color=""purple"">Kazakhstan</font></b>.	"
	null	
	In 1965 he joined the Armavir Military Aviation Institute of the Anti-Air Defence Pilots.	
	null	
"	During 1976-1991 years - he served as <b><font color=""purple"">a test pilot</font></b> at the Mikoyan Experimental Design Bureau (MiG aircraft).	"
	During this time he tested over 50 types of aircraft.	
	null	
"	In 1991, in accordance with an agreement between the governments of <b><font color=""purple"">the USSR</font></b> and the Kazakh SSR, started training at the <b><font color=""purple"">Gagarin</font></b> Cosmonaut Training Centern.	"
	null	
"	Since 1993, he has been the general director of the National Aerospace Agency of <b><font color=""purple"">Republic of Kazakhstan</font></b>.	"
"	<b><font color=""purple"">He</font></b> was a member of the Kazakhstan parliament.	"
	Now he is a pensioner and consultant.	
"	<b><font color=""purple"">Toktar</font></b> <b><font color=""purple"">Aubakirov</font></b> is married to Tatyana Aubakirova.	"
	They have two children.	
	Timur was born in 1977.	
	Mikhail was born in 1982.	
