Sentence
	null	
"	<b><font color=""purple"">He</font></b> was launched to <b><font color=""purple"">the International Space Station</font></b> aboard <b><font color=""purple"">Soyuz TMA-11</font></b> with the <b><font color=""purple"">Expedition 16</font></b> crew on October 10, 2007.	"
	null	
"	<b><font color=""purple"">Sheikh Muszaphar</font></b> was born in <b><font color=""purple"">Kuala Lumpur</font></b> and attended high school at Maktab Rendah Sains, MARA in Muar.	"
"	<b><font color=""purple"">He</font></b> is the son of homeroom Ustaz Muhaidin.	"
"	<b><font color=""purple"">He</font></b> then earned a Bachelor of <b><font color=""purple"">Medicine</font></b> and <b><font color=""purple"">Surgery</font></b> degree from Kasturba Medical College, Manipal, India.	"
"	<b><font color=""purple"">Sheikh</font></b> <b><font color=""purple"">Muszaphar</font></b> is <b><font color=""purple"">a <b><font color=""purple"">medical officer</font></b></font></b>, and a <b><font color=""purple"">university</font></b> <b><font color=""purple"">medical officer</font></b> in <b><font color=""purple"">medicine</font></b> at <b><font color=""purple"">the Universiti Kebangsaan Malaysia</font></b>.	"
	null	
"	<b><font color=""purple"">Sheikh</font></b> <b><font color=""purple"">Muszaphar</font></b> is also a part-time model.	"
"	<b><font color=""purple"">Sheikh</font></b> <b><font color=""purple"">Muszaphar</font></b> and three other finalists were selected at the beginning of 2006 for the Malaysian Angkasawan spaceflight program.	"
	null	
	null	
"	Following the final medical tests and training examinations, on September 17, it was announced that <b><font color=""purple"">Sheikh Muszaphar</font></b> would be flying on the <b><font color=""purple"">Soyuz TMA-11</font></b> mission.	"
	null	
	null	
"	Speaking to Malaysian media outlets, Alexander Karchava, the Russian ambassador to Malaysia, stated that <b><font color=""purple"">Sheikh</font></b> <b><font color=""purple"">Muszaphar</font></b> is a ""fully-fledged cosmonaut"".	"
	null	
"	Gibson also said he regarded <b><font color=""purple"">Sheikh</font></b> <b><font color=""purple"">Muszaphar</font></b> as a peer.	"
"	<b><font color=""purple"">Soyuz TMA-11</font></b> carrying <b><font color=""purple"">Whitson</font></b>, <b><font color=""purple"">Malenchenko</font></b>, and <b><font color=""purple"">Sheikh Muszaphar</font></b>, successfully launched at 13:22 UTC, Wednesday, October 10, 2007.	"
"	After 11 days in space, <b><font color=""purple"">Sheikh Muszaphar</font></b> boarded <b><font color=""purple"">Soyuz TMA-10</font></b> for his return.	"
"	<b><font color=""purple"">TMA-10</font></b> undocked from the ISS at 07:14 UTC on October 21, and deorbit occurred at 09:47.	"
	null	
	The trajectory was reported by the crew as soon as they came out of the communications blackout caused by plasma surrounding the spacecraft.	
	A ballistic trajectory is a backup re-entry mode that takes over if something fails during normal re-entry.	
	null	
	Landing occurred at 10:36 GMT.	
	null	
	null	
	null	
	null	
	null	
"	The orbit of the ISS results in one day/night cycle every 90 minutes, so the issues of fasting during Ramadan are also addressed.	"
"	The guidebook will be translated into Russian, Arabic, and English.	"
	null	
	null	
